names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Planet of the Apes,08/09/2001 ,57.0,"Thriller, Science Fiction, Action, Adventure","After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.","Mark Wahlberg, Leo Davidson, Tim Roth, General Thade, Helena Bonham Carter, Ari, Michael Clarke Duncan, Attar, Kris Kristofferson, Karubi, Estella Warren, Daena, Paul Giamatti, Limbo, Cary-Hiroyuki Tagawa, Krull, Glenn Shadix, Senator Nado",Planet of the Apes, Released, English,5800000.0,33398936.0,AU
Joseph: King of Dreams,11/07/2000 ,68.0,"Family, Animation","In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.","Ben Affleck, Joseph (voice), Mark Hamill, Judah (voice), Richard Herd, Jacob (voice), Maureen McGovern, Rachel (voice), Jodi Benson, Asenath (voice), Judith Light, Zuleika (voice), James Eckhouse, Potiphar (voice), Richard McGonagle, Pharaoh (voice), René Auberjonois, Butler (voice)",Joseph: King of Dreams, Released, English,79000000.0,601957369.0,US
The Bad Batch,06/23/2017 ,52.0,"Drama, Horror, Science Fiction",Arlen is sent to a fenced-off wasteland where undesirables are exiled to when she is kidnapped by a group of cannibals. She escapes and ends up on a journey to reunite a missing girl with her father.,"Suki Waterhouse, Arlen, Jason Momoa, Miami Man, Keanu Reeves, The Dream, Giovanni Ribisi, The Screamer, Yolonda Ross, Maria, Jayda Fink, Honey, Cory Roberts, Bridge Man in the Desert, Jim Carrey, The Hermit, Aye Hasegawa, Mousey",The Bad Batch, Released, English,6000000.0,180851.0,US
When Harry Met Sally...,10/18/1989 ,74.0,"Comedy, Romance, Drama","During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.","Billy Crystal, Harry Burns, Meg Ryan, Sally Albright, Carrie Fisher, Marie, Bruno Kirby, Jess, Steven Ford, Joe, Lisa Jane Persky, Alice, Michelle Nicastro, Amanda, Gretchen Palmer, Stewardess, Robert Alan Beuth, Man on Aisle",When Harry Met Sally..., Released, English,16000000.0,92823546.0,AU
My Student's Mom 2,11/09/2017 ,10.0,Romance,"Jong-min, a tutor, keeps attracting attention from the student's mother rather than a student who doesn't have much thought to study. Dong-hee, a young mother, still notices Jong-min's eyes. The two who couldn't control the body that gradually warmed up in their grazing eyes began to enjoy the burning affection while the students went errands...","Kim In-ae, , Choi Woo-suk-I, , Park Hyun-jung, , Eom Gi-yeong, ", 내 학생의 엄마 2, Released, Korean,201940000.0,38157314.0,KR
Kate,09/10/2021 ,67.0,Action,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,"Mary Elizabeth Winstead, Kate, Miku Martineau, Ani, Woody Harrelson, Varrick, Tadanobu Asano, Renji, Jun Kunimura, Kijima, MIYAVI, Jojima, Michiel Huisman, Stephen, Mari Yamamoto, Kanako, Hirotaka Renge, Specialist",Kate, Released, English,37800000.0,638719244.4,US
Breaking Surface,02/14/2020 ,68.0,"Action, Drama, Thriller","Two Swedish/Norwegian half sisters go on a winter diving trip in Northern Norway, when they get trapped after a rockslide.","Moa Gammel, Ida, Madeleine Martin, Tuva, Lena Hope, Kvinna, Trine Wiggen, Anne, Maja Söderström, Idas daughter, Olle Wirenhed, Idas husband, Jitse Jonathan Buitnik, Dive instructor, Irma Hallberg, Young Ida, Remi Alashkar, Tanker Captain's Assistant",Breaking Surface, Released, Swedish,32710000.0,98157.0,SE
Crystal Skulls,09/06/2014 ,50.0,"Adventure, Science Fiction, TV Movie, Horror, Fantasy, Mystery",A millionaire philanthropist collects the famous Crystal Skulls trying to tap into their ancient powers. It is up to a team lead by a college professor whose father disappeared searching for the 13th skull to save the world when the first 12 skulls are united and reek havoc on the earth without the control of the 13th skull.,"Richard Burgi, John Winston, Wendy Glenn, Sienna, Sam Redford, Mitchell, David Rintoul, Hadden, J.R. Esposito, Colonel Bailey, Matt Rippy, Terry, Hugh Fraser, John Sr., Velislav Pavlov, Hussein, Hristo Mitzkov, Kasim",Crystal Skulls, Released, English,163600000.0,631865869.8,US
The Firm,07/08/1993 ,67.0,"Drama, Mystery, Thriller","Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...","Tom Cruise, Mitch McDeere, Jeanne Tripplehorn, Abby McDeere, Gene Hackman, Avery Tolar, Hal Holbrook, Oliver Lambert, Terry Kinney, Lamar Quinn, Wilford Brimley, William Devasher, Ed Harris, Wayne Tarrance, Holly Hunter, Tammy Hemphill, Karina Lombard, Young Woman on the Beach",The Firm, Released, English,42000000.0,270340892.0,AU
Overdose,11/04/2022 ,66.0,Action,"Captain Sara Bellaiche, from Toulouse Judiciary Police branch, is investigating a go-fast linked to the murder of two teenagers, an investigation led by Richard Cross, from the Paris Criminal Brigade. Forced to collaborate in order to find the murderer and stop the bloody go-fast, Sara and Richard are both thrown in a breathless race against the clock on the roads of Spain and France.","Sofia Essaïdi, Sara Bellaïche, Assaad Bouab, Richard Cross, Alberto Ammann, Eduardo Gracia, Nicolas Cazalé, Reynal, Nassim Lyes, Saïd Masriche, Naïma Rodric, Vanessa Sanchez, Kool Shen, Bob Fontana, Moussa Mansaly, Franck Darcheville, Simon Abkarian, Daniel Prat",Overdose, Released, French,99400000.0,341205403.4,FR
Red Planet,12/07/2000 ,57.0,"Thriller, Action, Science Fiction","Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.","Val Kilmer, Robby Gallagher, Carrie-Anne Moss, Cmdr. Kate Bowman, Benjamin Bratt, Lt. Ted Santen, Tom Sizemore, Dr. Quinn Burchenal, Simon Baker, Chip Pettengill, Terence Stamp, Dr. Bud Chantilas, Jessica Morton, Website Fan, Bob Neill, Voice of Houston (voice), Caroline Bossi, Website Fan",Red Planet, Released, English,80000000.0,33463969.0,AU
Like Stars on Earth,08/29/2009 ,80.0,Drama,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.","Darsheel Safary, Ishaan Nandkishore Awasthi, Aamir Khan, Ram Shankar Nikumbh, Tisca Chopra, Maya Awasthi, Vipin Sharma, Nandkishore Awasthi, Tanay Chheda, Rajan Damodaran, Sachet Engineer, Yohaan Awasthi, Girija Oak, Jabeen, Bugs Bhargava, Sen Sir, Shankar Sachdev, Tiwari Sir", तारे ज़मीन पर, Released, Hindi,2600000.0,28430000.0,AU
13 Minutes,10/29/2021 ,62.0,"Action, Drama, Thriller","As a new day begins in the small American town of Minninnewah, the residents start their day as ordinary as the next. Mother Nature, however, has other plans for them. Inhabitants have just 13 minutes to seek shelter before the largest tornado on record ravages the town, leaving them struggling to protect their loved ones and fighting for their lives. Left to deal with the aftermath, four families must overcome their differences and find strength in each other in order to survive.","Amy Smart, Kim, Thora Birch, Jess, Anne Heche, Tammy, Trace Adkins, Rick, Yancey Arias, Carlos, Tokala Black Elk, Steve, Peter Facinelli, Brad, Will Peltz, Luke, Davi Santos, Daniel",13 Minutes, Released, English,11920689.0,67413.0,US
The 15:17 to Paris,02/08/2018 ,54.0,"Thriller, History, Drama","On Aug. 21, 2015, the world watches in stunned silence as the media reports a thwarted terrorist attack on a train that's bound for Paris -- an attempt prevented by three young Americans traveling together through Europe. The heroic and courageous actions of Anthony Sadler, Alek Skarlatos and Spencer Stone help to save the lives of more than 500 passengers on board.","Ray Corasani, Ayoub, Spencer Stone, Self, Anthony Sadler, Self, Alek Skarlatos, Self, Judy Greer, Joyce Eskel, Jenna Fischer, Heidi Skarlatos, William Jennings, Young Spencer, Paul-Mikél Williams, Young Anthony, Bryce Gheisar, Young Alek",The 15:17 to Paris, Released, English,30000000.0,56096200.0,AU
The Foreigner,10/19/2017 ,69.0,"Action, Thriller",Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,"Pierce Brosnan, Liam Hennessy, Jackie Chan, Quan Ngoc Minh, Rory Fleck-Byrne, Sean Morrison, Ray Fearon, Commander Richard Bromley, Charlie Murphy, Maggie / Sara McKay, Orla Brady, Mary Hennessy, Michael McElhatton, Jim Kavanagh, Lia Williams, Katherine Davies, Dermot Crowley, Hugh McGrath",The Foreigner, Released, English,35000000.0,145374099.0,AU
The Babysitter: Killer Queen,09/10/2020 ,64.0,"Comedy, Horror","Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.","Judah Lewis, Cole Johnson, Samara Weaving, Bee, Jenna Ortega, Phoebe Atwell, Emily Alyn Lind, Melanie, Andrew Bachelor, John, Robbie Amell, Max, Bella Thorne, Allison, Hana Mae Lee, Sonya, Ken Marino, Archie",The Babysitter: Killer Queen, Released, English,51400000.0,632358003.8,AU
Beverly Hills Cop III,06/16/1994 ,59.0,"Action, Comedy, Crime","Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.","Eddie Murphy, Det. Axel Foley, Judge Reinhold, Det. Sgt. William 'Billy' Rosewood, Hector Elizondo, Jon Flint, Gilbert R. Hill, Insp. Douglas Todd, Timothy Carhart, Ellis Dewald, Bronson Pinchot, Serge, Stephen McHattie, Steve Fulbright, Theresa Randle, Janice, John Saxon, Orrin Sanderson",Beverly Hills Cop III, Released, English,50000000.0,119180938.0,AU
Wu Kong,07/13/2017 ,76.0,"Fantasy, Action, Adventure","The story tells the story of Sun Wukong and Erlang Shen, who come to the Immortal Mountain to cultivate their skills. They gain friendship, experience love and ultimately betrayal, growing throughout their life journey.","Eddie Peng, Sun Wu Kong, Shawn Yue, Erlang Shen, Ni Ni, Ah Zi, Oho Ou, Tian Peng, Zheng Shuang, Ah Yue, Qiao Shan, Juan Lian, Feihong Yu, Hua Ji, Yang Di, Ju Ling, Quentin Zhang, White Robe Immortal", 悟空傳, Released, Chinese,95000000.0,968154371.2,CN
Ayla: The Daughter of War,06/21/2018 ,81.0,"Drama, War, History","In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight and he risks his own life to save her, smuggling her into his army base and out of harm’s way.","İsmail Hacıoğlu, Süleyman Dirliği, Kim Seol, Ayla, Çetin Tekindor, Older Süleyman, Ali Atay, Ali, Murat Yildirim, Üsteğmen Mesut, Taner Birsel, Fuat Binbaşı, Altan Erkekli, Hüseyin Dilbirliği, Meral Çetinkaya, Older Nimet, Damla Sönmez, Nuran", Ayla, Released, Turkish,4172781.0,60006602.2,KR
The Art of the Steal,09/20/2013 ,62.0,"Comedy, Crime","Crunch Calhoun, a third-rate motorcycle daredevil and part-time art thief, teams up with his snaky brother to steal one of the most valuable books in the world. But it's not just about the book for Crunch — he's keen to rewrite some chapters of his own past as well.","Kurt Russell, Crunch Calhoun, Matt Dillon, Nicky Calhoun, Jay Baruchel, Francie, Kenneth Welsh, 'Uncle' Paddy MacCarthy, Chris Diamantopoulos, Guy de Cornet, Katheryn Winnick, Lola, Jason Jones, Interpol Agent Bick, Terence Stamp, Samuel Winter, Devon Bostick, Ponch",The Art of the Steal, Released, English,13200000.0,64065.0,CA
Monster High: Electrified,03/27/2017 ,71.0,"Family, Animation","When Clawdeen dreams of opening a salon made for monsters and normies, Frankie has the perfect place - an abandoned power station outside town. But the idea sparks negative voltage when Moanica plots to ruin the whole thing, and replace the celebration with something a little more... shocking! Luckily the ghouls have a secret weapon on their side...Twyla, the daughter of the Boogey Man, and the perfect ghoul to unearth any mystery. Along with the most voltageous salon ever! So catch every twist, turn, zap and blast...because the Monster High ghouls are about to get ELECTRIC!","Katy Townsend, Silvi Timberwolf (voice), Debi Derryberry, Draculaura (voice), Cassandra Lee Morris, Frankie Stein (voice), Michael Sorich, Dracula (voice), Cristina Milizia, Moanica D'kay (voice), Jonquil Goode, Ari Hauntington / Twyla (voice), Larissa Gallagher, Lagoona Blue (voice), Evan Smith, Deuce Gorgon (voice), Salli Saffioti, Clawdeen Wolf / Cleo de Nile (voice)",Monster High: Electrified, Released, English,132171600.0,884020573.6,US
Escape Room,08/31/2017 ,49.0,"Horror, Thriller, Fantasy",Four friends who partake in a popular Los Angeles escape room find themselves stuck with a demonically possessed killer. They have less than an hour to solve the puzzles needed to escape the room alive.,"Skeet Ulrich, Brice, Sean Young, Ramona, Christine Donlon, Jess, Randy Wayne, Jeff, Matt McVay, Ben, Ashley Gallegos, Angie, Hayley Goldstein, Molly, Iyad Hajjaj, Ammon, Taylor Piedmonte, Stitchface",Escape Room, Released, English,9000000.0,155615727.0,RU
The Jewel of the Nile,01/01/1986 ,62.0,"Adventure, Action, Comedy, Romance","Joan Wilder is thrust back into a world of murder, chases, foreign intrigue... and love. This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East, ostensibly to write a book about his life. Of course, he's up to no good, and Joan is just another pawn in his wicked game. But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day.","Michael Douglas, Jack T. Colton, Kathleen Turner, Joan Wilder, Danny DeVito, Ralph, Holland Taylor, Gloria, Spiros Focás, Omar, Avner Eisenberg, Jewel, Paul David Magid, Tarak, Howard Jay Patterson, Barak, Randall Edwin Nelson, Karak",The Jewel of the Nile, Released, English,25000000.0,96773200.0,AU
Hitman: Agent Jun,01/22/2020 ,74.0,"Action, Comedy","A top secret agent fakes his death to start a new life as a comic artist. When his new career goes poorly and he's unable to provide for his family, he drunk draws a comic about his exciting past. But when it gets posted online and becomes a massive hit, trouble from that past comes looking for him.","Kwon Sang-woo, Jun, Jung Joon-ho, Deok-gyu, Hwang Woo-seul-hye, Mi-na, Lee Yi-kyung, Cheol, Lee Ji-won, Ga-yeong, Heo Sung-tae, Hyeong-do, Jo Woon, Jason, Heo Dong-won, Jerome, Lee Jun-hyeok, Gyu-man", 히트맨, Released, Korean,88240000.0,335240483.0,KR
El último hombre sobre la Tierra,12/22/2022 ,65.0,Comedy,"Liliana is the dream girl of many of her co-workers, among them ""Piquiña"", an ugly and ordinary charlatan who, convinced of his irresistible attractiveness, launches into her conquest during the celebration of the company's ""novena"". Liliana, who can't stand ""Piquíña"", makes it clear to him that the only way she would be with him would be if he were the last man on earth.","Jhon Álex Toro, Piquiña, Laura Acuña, Liliana, Rodrigo Candamil, ",El último hombre sobre la Tierra, Released," Spanish, Castilian",100000000.0,246367071.0,CO
Royalteen,08/17/2022 ,58.0,"Romance, Drama",A teenager struggles to keep her scandal-ridden past and a big secret from getting out when she strikes up an unlikely romance with the crown prince.,"Ines Høysæter Asserson, Lena, Veslemøy Mørkrid, Lise Karlsvik (Lena's mother), Elli Rhiannon Müller Osborne, Margrethe, Mathias Storhøi, Prince Kalle, Sunniva Lind Høverstad, Renate, Pål Richard Lunderby, Speaking Journalist from VG(News Paper), Amalie Sporsheim, Ingrid, Filip Bargee Ramberg, Fanny, Martin Grid Toennesen, Prince Kalles bodyguard", Royalteen: Arvingen, Released, Norwegian,99400000.0,588699039.2,NO
History of the World: Part I,01/21/1982 ,68.0,Comedy,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.","Mel Brooks, Moses/Comicus/Torquemada/Jacques/King Louis XVI, Dom DeLuise, Emperor Nero, Madeline Kahn, Empress Nympho, Harvey Korman, Count de Monet, Cloris Leachman, Madame Defarge, Ron Carey, Swiftus, Gregory Hines, Josephus, Pamela Stephenson, Mademoiselle Rimbaud, Shecky Greene, Marcus Vindictus",History of the World: Part I, Released, English,11000000.0,31672000.0,AU
Sword Art Online: Extra Edition,12/31/2013 ,67.0,"Animation, Fantasy, Adventure",Kirito and some of his new friends look back at the events of season one. Kirito recalls his defining moments while Suguha learns to swim with the help of Asuna and other girls who fought alongside Kirito.,"Yoshitsugu Matsuoka, キリト (桐ヶ谷 和人), Haruka Tomatsu, アスナ (結城 明日奈), Kanae Ito, ユイ, Ayana Taketatsu, リーファ (桐ヶ谷 直葉), Rina Hidaka, シリカ (綾野 珪子), Ayahi Takagaki, リズベット (篠崎 里香), Hiroki Yasumoto, エギル (アンドリュー・ギルバート・ミルズ), Hiroaki Hirata, クライン (壷井 遼太郎), Toshiyuki Morikawa, クリスハイト (菊岡 誠二郎)", ソードアート・オンライン Extra Edition, Released, Japanese,89000000.0,407893232.8,JP
Breakthrough,04/18/2019 ,77.0,Drama,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.","Chrissy Metz, Joyce Smith, Josh Lucas, Brian Smith, Topher Grace, Pastor Jason Noble, Mike Colter, Tommy Shine, Marcel Ruiz, John Smith, Sam Trammell, Dr. Kent Sutterer, Dennis Haysbert, Dr. Garrett, Maddy Martin, Abby Sutterer, Isaac Kragten, Josh",Breakthrough, Released, English,14000000.0,49231674.0,AU
Kajillionaire,10/22/2020 ,63.0,"Crime, Drama, Comedy","Two con artists have spent 26 years training their only daughter to swindle, scam and steal at every turn. During a desperate and hastily conceived heist, they charm a stranger into joining them, only to have their entire world turned upside down.","Evan Rachel Wood, Old Dolio, Debra Winger, Theresa, Gina Rodriguez, Melanie, Richard Jenkins, Robert, Patricia Belcher, Althea, Kim Estes, Victor, Da'Vine Joy Randolph, Jenny, Rachel Redleaf, Kelli, Randy Ryan, Kelli's Boyfriend",Kajillionaire, Released, English,43040000.0,829900.0,AU
You Won't Be Alone,09/22/2022 ,66.0,"Horror, Drama","In an isolated mountain village in 19th century Macedonia, a young feral witch accidentally kills a peasant. She assumes the peasant's shape to see what life is like in her skin, igniting a deep seated curiosity to experience life inside the bodies of others.","Sara Klimoska, Nevena, Anamaria Marinca, Maria, Alice Englert, Biliana, Félix Maritaud, Yovan, Carloto Cotta, Boris, Noomi Rapace, Bosilka, Irena Ristić, Elica, Kamka Tocinovski, Yoana, Leontina Bainović, Young Nevena",You Won't Be Alone, Released, Macedonian,39677129.0,125000.0,AU
Penguins of Madagascar,12/05/2014 ,65.0,"Family, Animation, Adventure, Comedy","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","Tom McGrath, Skipper (voice), Chris Miller, Kowalski (voice), Christopher Knights, Private (voice), Conrad Vernon, Rico (voice), John Malkovich, Dave (voice), Benedict Cumberbatch, Classified (voice), Ken Jeong, Short Fuse (voice), Annet Mahendru, Eva (voice), Peter Stormare, Corporal (voice)",Penguins of Madagascar, Released, English,132000000.0,366942531.0,AU
Forrest Gump,11/17/1994 ,85.0,"Comedy, Drama, Romance","A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.","Tom Hanks, Forrest Gump, Robin Wright, Jenny Curran, Gary Sinise, Lieutenant Dan Taylor, Sally Field, Mrs. Gump, Mykelti Williamson, Benjamin Buford 'Bubba' Blue, Michael Conner Humphreys, Young Forrest Gump, Hanna Hall, Young Jenny Curran, Haley Joel Osment, Forrest Junior, Siobhan Fallon Hogan, School Bus Driver",Forrest Gump, Released, English,55000000.0,679835137.0,AU
"It's a Mad, Mad, Mad, Mad World",12/03/1964 ,70.0,"Action, Adventure, Comedy","A group of strangers come across a man dying after a car crash who proceeds to tell them about the $350,000 he buried in California. What follows is the madcap adventures of those strangers as each attempts to claim the prize for himself.","Spencer Tracy, C. G. Culpepper, Milton Berle, J. Russell Finch, Sid Caesar, Melville Crump, Buddy Hackett, Benjy Benjamin, Ethel Merman, Mrs. Marcus, Mickey Rooney, Ding 'Dingy' Bell, Dick Shawn, Sylvester Marcus, Phil Silvers, Otto Meyer, Terry-Thomas, J. Algernon Hawthorne","It's a Mad, Mad, Mad, Mad World", Released, English,9400000.0,60000000.0,AU
What We Leave Behind,09/30/2022 ,63.0,Documentary,"At the age of 89, Julián Moreno takes one last bus ride to El Paso, Texas, to visit his daughters and their children – a lengthy trip he has made without fail every month for decades. After returning to rural Mexico, he quietly starts building a house in the empty lot next to his home. In the absence of his physical visits, can this new house bridge the distance between his loved ones?",,What We Leave Behind, Released, English,90000000.0,433079565.6,AU
Huevos: Little Rooster's Egg-Cellent Adventure,09/04/2015 ,70.0,"Animation, Adventure, Comedy, Family","Toto has grown and now is a young cock. An evil rancher tricks the female owner of the ranch where they live and forces her to bet the property in a cockfight in the arena. Toto is the only option to defend their home, so he must train in just one week and win the championship of the arena.","Bruno Bichir, Toto, Carlos Espejel, Willy, Angélica Vale, Bibi, Omar Chaparro, Patin Patán, Maite Perroni, Di, Sergio Sendel, Bankivoide, Ninel Conde, Chiquis, Jaime Aymerich, J.Luis, Anna Brisbin, Grandma", Un gallo con muchos huevos, Released," Spanish, Castilian",5300000.0,26072723.0,MX
The Green Inferno,05/01/1988 ,47.0,"Adventure, Comedy",Four friends head into the jungle to locate a lost professor but instead face off against treasure hunters who are torturing and killing natives.,"Pio Maria Federici, Pete, May Deseligny, Jemma Demien, Marco Merlo, Fred, Fabrizio Merlo, Mark, Bruno Corazzari, Professor Korenz, Jessica Quintero, Kuwala, Salvatore Borgese, Juan García, Sasha D'Arc, Head Shrinker, Roberto Alessandri, Henchman", Paradiso Infernale, Released, Italian,1000000.0,12931420.0,IT
The Imitation Game,12/19/2014 ,80.0,"History, Drama, Thriller, War","Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","Benedict Cumberbatch, Alan Turing, Keira Knightley, Joan Clarke, Matthew Goode, Hugh Alexander, Rory Kinnear, Detective Robert Nock, Allen Leech, John Cairncross, Matthew Beard, Peter Hilton, Charles Dance, Commander Denniston, Mark Strong, Stewart Menzies, James Northcote, Jack Good",The Imitation Game, Released, English,15000000.0,227328585.0,AU
The Philadelphia Experiment,11/01/1984 ,61.0,"Science Fiction, Adventure, Thriller","Based on an ""actual event"" that took place in 1943. About a US Navy Destroyer Escort that disappeared from the Philadelphia Naval Shipyard, and sent two men 40 years into the future to 1984.","Michael Paré, David Herdeg, Nancy Allen, Allison Hayes, Eric Christmas, Dr. James Longstreet, Bobby Di Cicco, Jim Parker, Louise Latham, Pamela, Kene Holliday, Major Clark, Joe Dorsey, Sheriff Bates, Michael Currie, Magnussen, Stephen Tobolowsky, Barney",The Philadelphia Experiment, Released, English,21000000.0,98566278.4,AU
S.W.A.T.: Firefight,06/01/2011 ,58.0,"Action, Crime, Thriller","Los Angeles S.W.A.T. officer, Lt. Paul Cutler, is sent to train the Detroit S.W.A.T. team on new anti-terrorism and homeland security techniques. Cutler has a hard time settling into his assignment as he locks horns with his new captain and encounters resistance from the team he must lead. Cutler begins to adjust to his new assignment, starting a budding romance with police psychologist Kim Byers along the way. Unexpectedly, a routine hostage call turns deadly, and a relentless ex-government agent named Walter Hatch vows revenge on Cutler and the entire S.W.A.T. team for killing the woman he loves. Cutler must use his considerable S.W.A.T. training and knowledge to save his teammates and defeat a trained killer.","Gabriel Macht, Paul Cutler, Robert Patrick, Walter Hatch, Carly Pope, Kim Byers, Giancarlo Esposito, Inspector Hollander, Kristanna Loken, Rose Walker, Matt Bushell, Danny Stockton, Nicholas Gonzalez, Justin Kellogg, Shannon Kane, Lori Barton, Gino Anthony Pesi, Wayne Wolport",S.W.A.T.: Firefight, Released, English,8000000.0,50940321.4,AU
Viral,07/29/2016 ,57.0,"Drama, Horror, Science Fiction","Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.","Sofia Black-D'Elia, Emma Drakeford, Lio Tipton, Stacey Drakeford, Travis Tope, Evan Klein, Machine Gun Kelly, CJ, Michael Kelly, Michael Drakeford, John Cothran, Mr. Toomey, Stoney Westmoreland, Bill, Linzie Gray, Gracie Lemay, Judyann Elder, Mrs. Toomey",Viral, Released, English,1890009.2,551760.0,US
Meet Bill,11/15/2007 ,61.0,"Comedy, Drama, Romance",A mild-mannered bank executive (Aaron Eckhart) mentors a teenage con artist and tries to make a career change as a doughnut merchant.,"Aaron Eckhart, Bill, Jessica Alba, Lucy, Elizabeth Banks, Jess, Logan Lerman, The Kid, Kristen Wiig, Jane Whittman, Timothy Olyphant, Chip Johnson, Holmes Osborne, Mr. Jacoby, Reed Diamond, Paul, Jason Sudeikis, Jim Whittman",Meet Bill, Released, English,5000000.0,346592.0,US
Crayon Shin-chan: Super-Dimension! The Storm Called My Bride,04/17/2010 ,81.0,"Animation, Comedy, Family","Shin-chan is approached by his time-traveling future bride-to-be Tamiko, who asks him to help save his adult self from the ruler of Neo Tokio.","Akiko Yajima, Shinnosuke Nohara (voice), Rie Kugimiya, Tamiko (voice), Chie Sato, Bo-chan (voice), Keiji Fujiwara, Hiroshi Nohara (voice), Mari Mashiba, Shiro (voice) / Kazama (voice), Miki Narahashi, Misae Nohara (voice), Satomi Korogi, Himawari Nohara (voice), Tamao Hayashi, Nene (voice), Teiyu Ichiryusai, Masao (voice)", クレヨンしんちゃん 超時空！嵐を呼ぶオラの花嫁, Released, Japanese,124000000.0,752364323.2,JP
Starship Troopers 2: Hero of the Federation,05/10/2004 ,43.0,"Adventure, Horror, Action, Science Fiction","In the sequel to Paul Verhoeven's loved/reviled sci-fi film, a group of troopers taking refuge in an abandoned outpost after fighting alien bugs, failing to realize that more danger lays in wait.","Billy Brown, Pvt. Ottis Brick, Richard Burgi, Capt. V.J. Dax, Kelly Carlson, Pvt. Charlie Soda, Cy Carter, Pvt. Billie Otter, Sandrine Holt, Pvt. Jill Sandee, Ed Lauter, Gen. Jack Gordon Shepherd, J.P. Manoux, TSgt. Ari Peck, Lawrence Monoson, Lt. Pavlov Dill, Colleen Porch, Pvt. Lei Sahara",Starship Troopers 2: Hero of the Federation, Released, English,7000000.0,1647997.6,AU
Pusher,08/30/1996 ,70.0,"Action, Crime, Drama, Thriller",A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.,"Kim Bodnia, Frank, Mads Mikkelsen, Tonny, Laura Drasbæk, Vic, Zlatko Burić, Milo, Slavko Labović, Radovan, Peter Andersson, Hasse, Vanja Bajicic, Branco, Lisbeth Rasmussen, Rita, Levino Jensen, Mike",Pusher, Released, Danish,965000.0,191820413.2,DK
Scary Movie 2,10/18/2001 ,58.0,Comedy,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.","Anna Faris, Cindy Campbell, Regina Hall, Brenda Meeks, Shawn Wayans, Ray Wilkins, Marlon Wayans, Shorty Meeks, Christopher Masterson, Buddy, David Cross, Dwight Hartman, Kathleen Robertson, Theo, Tori Spelling, Alex Monday, Tim Curry, Prof. Oldman",Scary Movie 2, Released, English,45000000.0,141189101.0,AU
